path,case_id,turn_id,control,correct_option,medical_belief_mapped,medical_belief_aligned,raw_leak,v3_leak
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,5,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,6,EXTEND,D,C,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g2.jsonl,0025,7,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,0,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,2,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,3,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,4,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,5,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,6,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g3.jsonl,0025,7,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,0,EXTEND,D,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,2,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,3,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,4,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,5,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,6,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g4.jsonl,0025,7,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g5.jsonl,0025,0,EXTEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g5.jsonl,0025,1,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g5.jsonl,0025,2,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0025_step24_g5.jsonl,0025,3,RECOMMEND,D,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0026_step28_g0.jsonl,0026,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0026_step28_g1.jsonl,0026,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0026_step28_g2.jsonl,0026,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0026_step28_g3.jsonl,0026,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0026_step28_g4.jsonl,0026,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0026_step28_g5.jsonl,0026,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,0,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,1,RECOMMEND,C,,,1.0,1.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,2,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,3,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,4,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,5,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,6,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g0.jsonl,0031,7,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,0,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,1,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,2,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,3,RECOMMEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,4,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,5,RECOMMEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,6,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g1.jsonl,0031,7,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,0,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,1,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,2,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,3,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,4,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,5,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,6,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g2.jsonl,0031,7,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,0,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,1,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,2,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,3,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,4,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,5,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,6,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g3.jsonl,0031,7,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,0,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,1,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,2,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,3,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,4,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,5,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,6,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g4.jsonl,0031,7,RECOMMEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,0,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,1,RECOMMEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,2,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,3,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,4,EXTEND,C,C,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,5,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,6,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0031_step42_g5.jsonl,0031,7,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,1,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,2,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,3,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,4,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,5,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g0.jsonl,0032,6,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,0,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,1,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,2,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,3,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,4,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,5,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g1.jsonl,0032,6,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g2.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g3.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g4.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step36_g5.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g0.jsonl,0032,0,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g0.jsonl,0032,1,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g1.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g1.jsonl,0032,1,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,0,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,1,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,2,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,3,RECOMMEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,4,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,5,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g2.jsonl,0032,6,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,1,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,2,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,3,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,4,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,5,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g3.jsonl,0032,6,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,0,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,1,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,2,RECOMMEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,3,EXTEND,C,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,4,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,5,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,6,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g4.jsonl,0032,7,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,0,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,1,EXTEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,2,RECOMMEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,3,EXTEND,C,A,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,4,RECOMMEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,5,RECOMMEND,C,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0032_step41_g5.jsonl,0032,6,EXTEND,C,D,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,0,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,1,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g0.jsonl,0033,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g1.jsonl,0033,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,1,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,5,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g2.jsonl,0033,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,1,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,5,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g3.jsonl,0033,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,3,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,5,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g4.jsonl,0033,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,1,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,2,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,3,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,4,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,5,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,6,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step11_g5.jsonl,0033,7,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g0.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g0.jsonl,0033,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g0.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g1.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g1.jsonl,0033,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g1.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g2.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g2.jsonl,0033,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g2.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g2.jsonl,0033,3,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g3.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g3.jsonl,0033,1,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g3.jsonl,0033,2,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g3.jsonl,0033,3,RECOMMEND,D,D,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,1,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,2,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,3,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,4,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,5,RECOMMEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,6,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g4.jsonl,0033,7,EXTEND,D,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g5.jsonl,0033,0,EXTEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g5.jsonl,0033,1,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/0033_step40_g5.jsonl,0033,2,RECOMMEND,D,D,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,0,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,1,RECOMMEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,2,RECOMMEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,3,EXTEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,4,EXTEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,5,RECOMMEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g0.jsonl,1042,6,RECOMMEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,0,EXTEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,1,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,2,EXTEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,3,EXTEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,4,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,5,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,6,RECOMMEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g1.jsonl,1042,7,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,0,EXTEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,1,EXTEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,2,RECOMMEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,3,RECOMMEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,4,RECOMMEND,A,A,1,1.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,5,RECOMMEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,6,RECOMMEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g2.jsonl,1042,7,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g3.jsonl,1042,0,EXTEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g3.jsonl,1042,1,RECOMMEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,0,EXTEND,A,A,1,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,1,RECOMMEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,2,RECOMMEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,3,RECOMMEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,4,EXTEND,A,,,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,5,RECOMMEND,A,B,0,0.0,0.0
outputs/grpo_v3/grpo/rollouts/1042_step59_g4.jsonl,1042,6,EXTEND,A,B,0,0.0,0.0
